id,group_id,reviewer,source,basis,num_observations,reference_id,p58_fragility,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,edp_metric,edp_unit,ds_rank,ds_description,median,beta,probability
D5092.033e-3,D5092.033e,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033e,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, inoperative but anchorage is OK. Minor electrical damage, e.g., failed relay.",2.0,0.2,0.1
D5092.033e-4,D5092.033e,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033e,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,4,"Damaged, inoperative but anchorage is OK. Exhaust line disconnected at expansion bellows.",2.0,0.2,0.1
D5092.033f-1,D5092.033f,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033f,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5092.033f-2,D5092.033f,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033f,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5092.033f-3,D5092.033f,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033f,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK",,,0.4
D5092.033f-4,D5092.033f,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033f,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,4,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.033f-5,D5092.033f,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033f,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 350 to <750 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 500 kVa.,"Peak Floor Acceleration, horizontal",g,5,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.033g-1,D5092.033g,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033g,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5092.033g-2,D5092.033g,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033g,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5092.033h-1,D5092.033h,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033h,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK. Pipes and nozzles damaged.",2.0,0.2,0.7
D5092.033h-2,D5092.033h,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033h,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,2,"Damaged, inoperative but anchorage is OK. Drive shaft misalignment.",2.0,0.2,0.1
D5092.033h-3,D5092.033h,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033h,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, inoperative but anchorage is OK. Minor electrical damage, e.g., failed relay.",2.0,0.2,0.1
D5092.033h-4,D5092.033h,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033h,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,4,"Damaged, inoperative but anchorage is OK. Exhaust line disconnected at expansion bellows.",2.0,0.2,0.1
D5092.033i-1,D5092.033i,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033i,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5092.033i-2,D5092.033i,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033i,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5092.033i-3,D5092.033i,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033i,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK",,,0.4
D5092.033i-4,D5092.033i,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033i,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,4,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.033i-5,D5092.033i,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033i,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 750 to 1200 kVA - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1000 kVa.,"Peak Floor Acceleration, horizontal",g,5,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.033j-1,D5092.033j,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033j,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.7
D5092.033j-2,D5092.033j,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033j,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.3
D5092.033k-1,D5092.033k,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033k,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,1,"Damaged, inoperative but anchorage is OK. Pipes and nozzles damaged.",2.0,0.2,0.7
D5092.033k-2,D5092.033k,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033k,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,2,"Damaged, inoperative but anchorage is OK. Drive shaft misalignment.",2.0,0.2,0.1
D5092.033k-3,D5092.033k,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033k,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, inoperative but anchorage is OK. Minor electrical damage, e.g., failed relay.",2.0,0.2,0.1
D5092.033k-4,D5092.033k,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033k,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,4,"Damaged, inoperative but anchorage is OK. Exhaust line disconnected at expansion bellows.",2.0,0.2,0.1
D5092.033l-1,D5092.033l,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033l,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,1,Anchorage failure.,,,0.35
D5092.033l-2,D5092.033l,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033l,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,2,Anchorage failure & Equipment damaged beyond repair.,,,0.15
D5092.033l-3,D5092.033l,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033l,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,3,"Damaged, Inoperative but anchorage is OK",,,0.4
D5092.033l-4,D5092.033l,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033l,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,4,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
D5092.033l-5,D5092.033l,NIST,FEMA P-58,'',,FEM-2018-SEI,D5092.033l,D5092,Diesel generator,'','','','',Diesel generator - Capacity: 1200 to 2000 kVa - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit and is based upon 1500 kVa.,"Peak Floor Acceleration, horizontal",g,5,Equipment is damaged and inoperative but anchorage is OK.,,,0.05
E2022.001-1,E2022.001,NIST,FEMA P-58,'',,FEM-2018-SEI,E2022.001,E2022,Contents,'','','','',Modular office work stations. - Unanchored and installed per manufacturer's recommendations on a carpeted floor.,"Peak Floor Acceleration, horizontal",g,1,Wall units need to be adjusted and straightened.  Some elements are bent / damaged and need to be replaced.  ,1.0,0.4,1.0
E2022.010-1,E2022.010,NIST,FEMA P-58,'',,FEM-2018-SEI,E2022.010,E2022,Contents,'','','','',"Unsecured fragile objects on shelves, unknown restraint - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.","Peak Floor Acceleration, horizontal",g,1,Object falls off shelf or shelf overturns and object breaks or object breaks within cabinet.,0.4,0.6,1.0
E2022.011-1,E2022.011,NIST,FEMA P-58,'',,FEM-2018-SEI,E2022.011,E2022,Contents,'','','','',"Fragile contents secured by museum putty, Velcro or other weak but sticky stuff - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.","Peak Floor Acceleration, horizontal",g,1,Object falls off shelf or shelf overturns and object breaks or object breaks within cabinet.,1.0,0.5,1.0
E2022.012-1,E2022.012,NIST,FEMA P-58,'',,FEM-2018-SEI,E2022.012,E2022,Contents,'','','','',Fragile contents on shelves in storage cabinets with latches - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.,"Peak Floor Acceleration, horizontal",g,1,Object falls off shelf or shelf overturns and object breaks or object breaks within cabinet.,0.6,0.6,1.0
E2022.013-1,E2022.013,NIST,FEMA P-58,'',,FEM-2018-SEI,E2022.013,E2022,Contents,'','','','',"Unsecured fragile objects on shelves, low friction surface - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.","Peak Floor Acceleration, horizontal",g,1,Object falls off shelf or shelf overturns and object breaks or object breaks within cabinet.,0.25,0.5,1.0
E2022.020-1,E2022.020,NIST,FEMA P-58,'',,FEM-2018-SEI,E2022.020,E2022,Contents,'','','','',"Home entertainment equipment, unknown installation - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.","Peak Floor Acceleration, horizontal",g,1,"Falls, does not function.",0.8,0.45,1.0
E2022.021-1,E2022.021,NIST,FEMA P-58,'',,FEM-2018-SEI,E2022.021,E2022,Contents,'','','','',Electronic equipment on wall mount brackets - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.,"Peak Floor Acceleration, horizontal",g,1,"Falls, does not function.",2.5,0.5,1.0
E2022.022-1,E2022.022,NIST,FEMA P-58,'',,FEM-2018-SEI,E2022.022,E2022,Contents,'','','','',"Desktop electronics including computers, monitors, stereos, etc on a slip resistant surface - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.","Peak Floor Acceleration, horizontal",g,1,"Falls, does not function.",1.0,0.5,1.0
E2022.023-1,E2022.023,NIST,FEMA P-58,'',,FEM-2018-SEI,E2022.023,E2022,Contents,'','','','',"Desktop electronics including computers, monitors, stereos, etc, smooth surface - Costing to be furnished by user. Consequence data assumes 16 SF of damage area.","Peak Floor Acceleration, horizontal",g,1,"Falls, does not function.",0.4,0.5,1.0
E2022.102a-1,E2022.102a,NIST,FEMA P-58,'',,FEM-2018-SEI,E2022.102a,E2022,Contents,'','','','',"Bookcase, 2 shelves, unanchored laterally - Standard bookcase, unanchored laterally. Bookcase is 12-5/8"" deep x 29"" tall",Peak Floor Velocity,Meters Per Second,1,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,0.724,0.5,1.0
E2022.102b-1,E2022.102b,NIST,FEMA P-58,'',,FEM-2018-SEI,E2022.102b,E2022,Contents,'','','','',"Bookcase, 2 shelves, anchored laterally - Standard bookcase, anchored laterally. Bookcase is 12-5/8"" deep x 29"" tall.","Peak Floor Acceleration, horizontal",g,1,Book case falls over and contents are scattered.  Likely damage to bookcase.  ,,,1.0
