id,reference_id,specimen,specimen_inspection_sequence,reviewer,component_id,comp_detail,material,size_class,test_type,loading_protocol,peak_test_amplitude,location,governing_design_standard,design_objective,comp_description,ds_description,prior_damage,prior_damage_repaired,edp_metric,edp_unit,edp_value,alt_edp_metric,alt_edp_unit,alt_edp_value,ds_rank,ds_class,notes
exp3036a,OBR-2009-DEV,45.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Heat-strengthened and Laminated,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"3/8 in. (10 mm) Heat strengthened Laminated monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Heat strengthened monolithic pane fallout,Yes,No,Story Drift Ratio,Ratio,0.062,'','',,,consequential,Specimen likely tested in BEH-1998-SEI
exp3037a,OBR-2009-DEV,45.2,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Heat-strengthened and Laminated,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"3/8 in. (10 mm) Heat strengthened Laminated monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Heat strengthened monolithic pane cracking,No,No,Story Drift Ratio,Ratio,0.0221,'','',,,inconsequential,Specimen likely tested in BEH-1998-SEI
exp3038a,OBR-2009-DEV,45.2,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Heat-strengthened and Laminated,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"3/8 in. (10 mm) Heat strengthened Laminated monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Heat strengthened monolithic pane fallout,Yes,No,Story Drift Ratio,Ratio,0.0513,'','',,,consequential,Specimen likely tested in BEH-1998-SEI
exp3039a,OBR-2009-DEV,45.3,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Heat-strengthened and Laminated,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"3/8 in. (10 mm) Heat strengthened Laminated monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Heat strengthened monolithic pane cracking,No,No,Story Drift Ratio,Ratio,0.0248,'','',,,inconsequential,Specimen likely tested in BEH-1998-SEI
exp3040a,OBR-2009-DEV,45.3,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Heat-strengthened and Laminated,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"3/8 in. (10 mm) Heat strengthened Laminated monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Heat strengthened monolithic pane fallout,Yes,No,Story Drift Ratio,Ratio,0.054,'','',,,consequential,Specimen likely tested in BEH-1998-SEI
exp3041a,OBR-2009-DEV,45.4,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Heat-strengthened and Laminated,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"3/8 in. (10 mm) Heat strengthened Laminated monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Heat strengthened monolithic pane cracking,No,No,Story Drift Ratio,Ratio,0.0221,'','',,,inconsequential,Specimen likely tested in BEH-1998-SEI
exp3042a,OBR-2009-DEV,45.4,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Heat-strengthened and Laminated,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"3/8 in. (10 mm) Heat strengthened Laminated monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Heat strengthened monolithic pane fallout,Yes,No,Story Drift Ratio,Ratio,0.0487,'','',,,consequential,Specimen likely tested in BEH-1998-SEI
exp3043a,OBR-2009-DEV,45.5,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Heat-strengthened and Laminated,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"3/8 in. (10 mm) Heat strengthened Laminated monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Heat strengthened monolithic pane cracking,No,No,Story Drift Ratio,Ratio,0.0221,'','',,,inconsequential,Specimen likely tested in BEH-1998-SEI
exp3044a,OBR-2009-DEV,45.5,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Heat-strengthened and Laminated,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"3/8 in. (10 mm) Heat strengthened Laminated monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Heat strengthened monolithic pane fallout,Yes,No,Story Drift Ratio,Ratio,0.046,'','',,,consequential,Specimen likely tested in BEH-1998-SEI
exp3045a,OBR-2009-DEV,45.6,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Heat-strengthened and Laminated,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"3/8 in. (10 mm) Heat strengthened Laminated monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Heat strengthened monolithic pane cracking,No,No,Story Drift Ratio,Ratio,0.0248,'','',,,inconsequential,Specimen likely tested in BEH-1998-SEI
exp3046a,OBR-2009-DEV,45.6,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Heat-strengthened and Laminated,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"3/8 in. (10 mm) Heat strengthened Laminated monolithic, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Heat strengthened monolithic pane fallout,Yes,No,Story Drift Ratio,Ratio,0.062,'','',,,consequential,Specimen likely tested in BEH-1998-SEI
exp3047a,OBR-2009-DEV,48.1,'',NIST,B2023.A,Dry-glazed stick built - Monolithic (single-pane),Fully Tempered,Monolithic (single-pane),"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"14 in. (6mm) Fully Tempered monolithic, Glass-to-Frame Clearance = 0.41 in. (10 mm). Aspect Ratio = 6:5",Glass fallout,No,No,Story Drift Ratio,Ratio,0.0475,'','',,,consequential,''
exp3048a,OBR-2009-DEV,48.2,'',NIST,B2023.A,Dry-glazed stick built - Monolithic (single-pane),Fully Tempered,Monolithic (single-pane),"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"14 in. (6mm) Fully Tempered monolithic, Glass-to-Frame Clearance = 0.41 in. (10 mm). Aspect Ratio = 6:5",Glass fallout,No,No,Story Drift Ratio,Ratio,0.0463,'','',,,consequential,''
exp3049a,OBR-2009-DEV,48.3,'',NIST,B2023.A,Dry-glazed stick built - Monolithic (single-pane),Fully Tempered,Monolithic (single-pane),"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"14 in. (6mm) Fully Tempered monolithic, Glass-to-Frame Clearance = 0.41 in. (10 mm). Aspect Ratio = 6:5",Glass fallout,No,No,Story Drift Ratio,Ratio,0.0494,'','',,,consequential,''
exp3050a,OBR-2009-DEV,48.4,'',NIST,B2023.A,Dry-glazed stick built - Monolithic (single-pane),Fully Tempered,Monolithic (single-pane),"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"14 in. (6mm) Fully Tempered monolithic, Glass-to-Frame Clearance = 0.41 in. (10 mm). Aspect Ratio = 6:5",Glass fallout,No,No,Story Drift Ratio,Ratio,0.0401,'','',,,consequential,''
exp3051a,OBR-2009-DEV,48.5,'',NIST,B2023.A,Dry-glazed stick built - Monolithic (single-pane),Fully Tempered,Monolithic (single-pane),"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"14 in. (6mm) Fully Tempered monolithic, Glass-to-Frame Clearance = 0.41 in. (10 mm). Aspect Ratio = 6:5",Glass fallout,No,No,Story Drift Ratio,Ratio,0.0401,'','',,,consequential,''
exp3052a,OBR-2009-DEV,48.6,'',NIST,B2023.A,Dry-glazed stick built - Monolithic (single-pane),Fully Tempered,Monolithic (single-pane),"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"14 in. (6mm) Fully Tempered monolithic, Glass-to-Frame Clearance = 0.41 in. (10 mm). Aspect Ratio = 6:5",Glass fallout,No,No,Story Drift Ratio,Ratio,0.0481,'','',,,consequential,''
exp3053a,OBR-2009-DEV,48.7,'',NIST,B2023.A,Dry-glazed stick built - Monolithic (single-pane),Fully Tempered,Monolithic (single-pane),"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"14 in. (6mm) Fully Tempered monolithic, Glass-to-Frame Clearance = 0.41 in. (10 mm). Aspect Ratio = 6:5",Glass fallout,No,No,Story Drift Ratio,Ratio,0.0432,'','',,,consequential,''
exp3054a,OBR-2009-DEV,48.8,'',NIST,B2023.A,Dry-glazed stick built - Monolithic (single-pane),Fully Tempered,Monolithic (single-pane),"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"14 in. (6mm) Fully Tempered monolithic, Glass-to-Frame Clearance = 0.41 in. (10 mm). Aspect Ratio = 6:5",Glass fallout,No,No,Story Drift Ratio,Ratio,0.0438,'','',,,consequential,''
exp3055a,OBR-2009-DEV,48.9,'',NIST,B2023.A,Dry-glazed stick built - Monolithic (single-pane),Fully Tempered,Monolithic (single-pane),"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"14 in. (6mm) Fully Tempered monolithic, Glass-to-Frame Clearance = 0.41 in. (10 mm). Aspect Ratio = 6:5",Glass fallout,No,No,Story Drift Ratio,Ratio,0.0494,'','',,,consequential,''
exp3056a,OBR-2009-DEV,48.1,'',NIST,B2023.A,Dry-glazed stick built - Monolithic (single-pane),Fully Tempered,Monolithic (single-pane),"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"14 in. (6mm) Fully Tempered monolithic, Glass-to-Frame Clearance = 0.41 in. (10 mm). Aspect Ratio = 6:5",Glass fallout,No,No,Story Drift Ratio,Ratio,0.0494,'','',,,consequential,''
exp3057a,OBR-2009-DEV,48.11,'',NIST,B2023.A,Dry-glazed stick built - Monolithic (single-pane),Fully Tempered,Monolithic (single-pane),"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"14 in. (6mm) Fully Tempered monolithic, Glass-to-Frame Clearance = 0.41 in. (10 mm). Aspect Ratio = 6:5",Glass fallout,No,No,Story Drift Ratio,Ratio,0.0525,'','',,,consequential,''
exp3058a,OBR-2009-DEV,1.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0142,'','',,,inconsequential,Specimen likely tested in BEH-1998-SEI
exp3059a,OBR-2009-DEV,1.1,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0232,'','',,,consequential,Specimen likely tested in BEH-1998-SEI
exp3060a,OBR-2009-DEV,1.2,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0115,'','',,,inconsequential,Specimen likely tested in BEH-1998-SEI
exp3061a,OBR-2009-DEV,1.2,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0248,'','',,,consequential,Specimen likely tested in BEH-1998-SEI
exp3062a,OBR-2009-DEV,1.3,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0142,'','',,,inconsequential,Specimen likely tested in BEH-1998-SEI
exp3063a,OBR-2009-DEV,1.3,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0272,'','',,,consequential,Specimen likely tested in BEH-1998-SEI
exp3064a,OBR-2009-DEV,1.4,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass to frame contact,No,No,Story Drift Ratio,Ratio,0.0009,'','',,,inconsequential,Specimen likely tested in BEH-1998-SEI
exp3065a,OBR-2009-DEV,1.4,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0142,'','',,,inconsequential,Specimen likely tested in BEH-1998-SEI
exp3066a,OBR-2009-DEV,1.4,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0248,'','',,,consequential,Specimen likely tested in BEH-1998-SEI
exp3067a,OBR-2009-DEV,1.5,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0142,'','',,,inconsequential,Specimen likely tested in BEH-1998-SEI
exp3068a,OBR-2009-DEV,1.5,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0168,'','',,,consequential,Specimen likely tested in BEH-1998-SEI
exp3069a,OBR-2009-DEV,1.6,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0142,'','',,,inconsequential,Specimen likely tested in BEH-1998-SEI
exp3070a,OBR-2009-DEV,1.6,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0168,'','',,,consequential,Specimen likely tested in BEH-1998-SEI
exp3071a,OBR-2009-DEV,1.7,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0142,'','',,,inconsequential,''
exp3072a,OBR-2009-DEV,1.7,'',NIST,B2022.A,Dry-glazed stick built - Monolithic (single-pane),Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1/4 in. (6 mm) AN monolithic glazing, Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0221,'','',,,consequential,''
exp3073a,OBR-2009-DEV,2.1,'',NIST,B2022.A,"Dry-glazed stick built - Insulated Glazing Units (IGUs)
(Double-, triple-pane)",Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1 in. (25 mm) AN insulating glass unit (IGU) [1/4 in. (6 mm) inner and outer panes , Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass to frame contact,No,No,Story Drift Ratio,Ratio,0.0089,'','',,,inconsequential,''
exp3074a,OBR-2009-DEV,2.1,'',NIST,B2022.A,"Dry-glazed stick built - Insulated Glazing Units (IGUs)
(Double-, triple-pane)",Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1 in. (25 mm) AN insulating glass unit (IGU) [1/4 in. (6 mm) inner and outer panes , Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0221,'','',,,inconsequential,''
exp3075a,OBR-2009-DEV,2.1,'',NIST,B2022.A,"Dry-glazed stick built - Insulated Glazing Units (IGUs)
(Double-, triple-pane)",Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1 in. (25 mm) AN insulating glass unit (IGU) [1/4 in. (6 mm) inner and outer panes , Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass fallout,Yes,No,Story Drift Ratio,Ratio,0.0381,'','',,,consequential,''
exp3076a,OBR-2009-DEV,2.2,'',NIST,B2022.A,"Dry-glazed stick built - Insulated Glazing Units (IGUs)
(Double-, triple-pane)",Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1 in. (25 mm) AN insulating glass unit (IGU) [1/4 in. (6 mm) inner and outer panes , Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass to frame contact,No,No,Story Drift Ratio,Ratio,0.0089,'','',,,inconsequential,''
exp3077a,OBR-2009-DEV,2.2,'',NIST,B2022.A,"Dry-glazed stick built - Insulated Glazing Units (IGUs)
(Double-, triple-pane)",Annealed,'',"Dynamic, uniaxial",In-plane dynamic crescendo test protocol,6inch actuator stroke capacity,Penn State Univ.,'','',"1 in. (25 mm) AN insulating glass unit (IGU) [1/4 in. (6 mm) inner and outer panes , Glass-to-Frame Clearance = 0.43 in. (11 mm). Aspect Ratio = 6:5",Glass cracking,No,No,Story Drift Ratio,Ratio,0.0301,'','',,,inconsequential,''
